NSR_organism	NSR_ID	BOLD_organism	BOLD_ID
Acrothecium capsici	FHCYFASDEXP	Acrothecium capsici	
Acrostalagmus albus	FHCYFASCYFN	Acrostalagmus albus	
Acrogenospora megalospora	FHCYFASCVAH	Acrogenospora megalospora	
Acrodontium simplex	FHCYFASCTYG	Acrodontium simplex	
Acrodontium salmoneum	FHCYFASCTDI	Acrodontium salmoneum	GBF141-08
Acrodontium hydnicola	FHCYFASCSIK	Acrodontium hydnicola	
Acrodontium crateriforme	FHCYFASCRUP	Acrodontium crateriforme	GBUN1322-13
Acrocylindrium granulosum	FHCYFASCQTA	Acrocylindrium granulosum	
Acroconidiella tropaeoli	FHCYFASCPKH	Acroconidiella tropaeoli	
Acremonium zonatum	FHCYFASCOBC	Acremonium zonatum	
Acremonium zeae	FHCYFASCNGQ	Acremonium zeae	
Acremonium vitellinum	FHCYFASCMEP	Acremonium vitellinum	
Acremonium verruculosum	FHCYFASCLJR	Acremonium verruculosum	
Acremonium tulasnei	FHCYFASCISF	Acremonium tulasnei	
Acremonium tubakii	FHCYFASCHXH	Acremonium tubakii	GBHYP687-13
Acremonium strictum	FHCYFASCGHL	Acremonium strictum	
Acremonium sclerotigenum	FHCYFASCFFW	Acremonium sclerotigenum	GBHYP477-13
Acremonium rutilum	FHCYFASCESB	Acremonium rutilum	GBHYP10308-15
Acremonium roseolum	FHCYFASCDXD	Acremonium roseolum	
Acremonium restrictum	FHCYFASCDCF	Acremonium restrictum	GBHYP8398-13
Acremonium recifei	FHCYFASCCOK	Acremonium recifei	ITSIM021-15
Acremonium pteridii	FHCYFASCCAE	Acremonium pteridii	
Acremonium psammosporum	FHCYFASCBMJ	Acremonium psammosporum	GBHYP5496-13
Acremonium potronii	FHCYFASCAYO	Acremonium potronii	GBHYP1533-13
Acremonium pinkertoniae	FHCYFASCAKT	Acremonium pinkertoniae	
Acremonium persicinum	FHCYFASBZPV	Acremonium persicinum	GBHYP5303-13
Acremonium ochraceum	FHCYFASBZBP	Acremonium ochraceum	
Acremonium nepalense	FHCYFASBYHD	Acremonium nepalense	GBHYP3810-13
Acremonium murorum	FHCYFASBXSW	Acremonium murorum	
Acremonium murorum	FHCYFASBWXY	Acremonium murorum	
Acremonium murorum	FHCYFASBWDM	Acremonium murorum	
Acremonium longisporum	FHCYFASBVPG	Acremonium longisporum	
Acremonium lichenicola	FHCYFASBVBL	Acremonium lichenicola	
Acremonium kiliense	FHCYFASBTZV	Acremonium kiliense	
Acremonium inflatum	FHCYFASBTLP	Acremonium inflatum	
Acremonium incrustatum	FHCYFASBSXU	Acremonium incrustatum	
Acremonium implicatum	FHCYFASBSJZ	Acremonium implicatum	GBHYP10304-15
Acremonium gamsii	FHCYFASBRHY	Acremonium gamsii	
Acremonium fusidioides	FHCYFASBQUD	Acremonium fusidioides	GBHYP5313-13
Acremonium furcatum	FHCYFASBQGI	Acremonium furcatum	GBHYP10303-15
Acremonium flavum	FHCYFASBPSO	Acremonium flavum	
Acremonium egyptiacum	FHCYFASBPEH	Acremonium egyptiacum	GBHYP5307-13
Acremonium domschii	FHCYFASBOQN	Acremonium domschii	
Acremonium distortum	FHCYFASBNOX	Acremonium distortum	
Acremonium curvulum	FHCYFASBNAR	Acremonium curvulum	GBF114-08
Acremonium crotocinigenum	FHCYFASBMFT	Acremonium crotocinigenum	
Acremonium charticola	FHCYFASBLLG	Acremonium charticola	GBHYP475-13
Acremonium cereale	FHCYFASBKXA	Acremonium cereale	GBHYP4752-13
Acremonium blochii	FHCYFASBJVK	Acremonium blochii	
Acremonium biseptum	FHCYFASBJHP	Acremonium biseptum	
Acremonium berkeleyanum	FHCYFASBITJ	Acremonium berkeleyanum	
Acremonium bactrocephalum	FHCYFASBIFO	Acremonium bactrocephalum	
Acremonium bacillisporum	FHCYFASBHRT	Acremonium bacillisporum	
Acremonium atrogriseum	FHCYFASBHDZ	Acremonium atrogriseum	
Acremonium arxii	FHCYFASBGPS	Acremonium arxii	
Acremonium apii	FHCYFASBFOD	Acremonium apii	
Acremonium alternatum	FHCYFASBFAI	Acremonium alternatum	GBHYP10298-15
Acladium pallidum	FHCYFASBATA	Acladium pallidum	
Absidia spinosa	FHCYFASAQOP	Absidia spinosa	GBMUC219-13
Absidia spinosa	FHCYFASAPTR	Absidia spinosa	GBMUC219-13
Absidia cylindrospora	FHCYFASAKKJ	Absidia cylindrospora	GBMUC1614-13
Absidia cylindrospora	FHCYFASAJPW	Absidia cylindrospora	GBMUC1614-13
Absidia corymbifera	FHCYFASAJBQ	Absidia corymbifera	
Absidia coerulea	FHCYFASAINV	Absidia coerulea	
Loweomyces wynneae	FHCYFASAHFC	Loweomyces wynneae	
Abortiporus biennis	FHCYFASAEGO	Abortiporus biennis	FABOL381-21
Eurytemora carolleeae	FH95XTIC3OP	Eurytemora carolleeae	ACSD060-08
Protocirrineris stormae	FH8JE4M6LKN	Protocirrineris stormae	
Capillaria strigis	FH2JVL1UEGQ	Capillaria strigis	
Monopylephorus parvus	FGWLHYB457Z	Monopylephorus parvus	
Ceratozetes parvulus	FGQHBL63AAI	Ceratozetes parvulus	MARBN125-21
Neosartorya glabra	FGNHYA7BYUH	Neosartorya glabra	GBEUR1169-13
Celosia argentea	FGH88NZ8WIJ	Celosia argentea	API118-12
Ramaria roellinii	FGFLRJC578G	Ramaria roellinii	
Diaclina fagi	FG953NV3P5V	Diaclina fagi	FBCOC877-10
Notoedres musculii	FG75TH4CUSV	Notoedres musculii	
Arthopyrenia subcerasi	FG61CQJPJ3U	Arthopyrenia subcerasi	
Lactarius omphaliformis	FG58Y9K1KAJ	Lactarius omphaliformis	
Arctoseius cetratus	FFWFU4768VR	Arctoseius cetratus	AGAKA235-17
Ripersiella hibisci	FFNOWG5U88W	Ripersiella hibisci	GBMHH8670-16
Pachylaelaps tablasoti	FFNMM8K8YYJ	Pachylaelaps tablasoti	
Plantago loeflingii	FFK3LWD13FK	Plantago loeflingii	
Viburnum tomentosum	FFI906ID3H	Viburnum tomentosum	
Erigone promiscua	FFF9C184DC8	Erigone promiscua	DKINV114-22
Bactericera reuteri	FFD28AC4C97	Bactericera reuteri	
Encarsia berlesei	FFC69547FB	Encarsia berlesei	BBHYA3624-12
Larus fuscus	FF6EAC64438	Larus fuscus	BISE239-08
Oxylaemus variolosus	FF6098B4133	Oxylaemus variolosus	PSFOR1100-17
Typhlodromus baccettii	FF0E1984599	Typhlodromus baccettii	
Myrsidea serini	FF00CC54AE2	Myrsidea serini	
Stropharia dorsipora	FEZGO4U9JWW	Stropharia dorsipora	
Psammotettix kolosvarensis	FEV33R0ODHA	Psammotettix kolosvarensis	
Pseudovalsella thelebola	FEUHB9YEFHY	Pseudovalsella thelebola	
Cicadella lasiocarpae	FELTSZBDRGW	Cicadella lasiocarpae	HEMFI599-15
Octospora fissidentis	FEL99ILR3QZ	Octospora fissidentis	
Tettigometra impressopunctata	FEH8IEWDEX8	Tettigometra impressopunctata	CORSE070-19
Aeolosoma olivaceum	FEFNJ41TFZK	Aeolosoma olivaceum	
Oribella pectinata	FEFN7MZBKPT	Oribella pectinata	
Laeviomyces pertusariicola	FEFCE024C04	Laeviomyces pertusariicola	
Corydalis ochroleuca	FEEAB4E4F2C	Corydalis ochroleuca	
Taenia polyacantha	FECECBC402A	Taenia polyacantha	GBAP15989-19
Litemixia pulchripennis	FEB88FC4691	Litemixia pulchripennis	
Carex beckmanniana	FEB029749EA	Carex beckmanniana	
Carex pilosa	FEAEKVRMCXB	Carex pilosa	GBITS43146-21
Pollenia mayeri	FEA244C15	Pollenia mayeri	GBMNE57199-22
Leucochloridium paradoxum	FE692AB4838	Leucochloridium paradoxum	GBMNB39770-20
Phyllocoptruta coryli	FE4NBDY9XY3	Phyllocoptruta coryli	
Zwackhiomyces berengerianus	FDY43W3EYPK	Zwackhiomyces berengerianus	
Aleurotrachelus trachoides	FDTPBG6MRCB	Aleurotrachelus trachoides	AGIRI139-17
Parasabella langerhansi	FDPPTCVPZWI	Parasabella langerhansi	
Oxycera fallenii	FDHO69B0G6C	Oxycera fallenii	BGLIB1292-24
Diphyllobothrium cordatum	FDF5924BBD	Diphyllobothrium cordatum	GBAP18143-19
Gyrinus colymbus	FDD502C4BBB	Gyrinus colymbus	
Asperula taurina	FDD39G4DGGD	Asperula taurina	NBFCP355-24
Rosa micrantha	FDBD51842A2	Anopheles deaneorum	GBDP12021-12
Leontodon nudicaulis	FD5131C47DC	Leontodon nudicaulis	FBPL3600-16
Notholca labis	FD4624PG974	Notholca labis	
Macaroeris nidicolens	FD240B457B	Macaroeris nidicolens	FBARB1017-15
Corynoptera tumidula	FD1246A4418	Corynoptera tumidula	DRYAS12261-15
Aphodius punctatosulcatus	FD05A4441D1	Aphodius punctatosulcatus	
Empicoris rubromaculatus	FD00C8C4D7E	Empicoris rubromaculatus	ARCHI2056-17
Vulpia microstachys	FCZ60YVN1SB	Vulpia microstachys	GBVD4958-11
Parachironomus gracilior	FCQ4XEBK6QJ	Parachironomus gracilior	BATFP246-11
Trifolium ochroleucon	FCJVWAZAP6H	Trifolium ochroleucon	EDTOL1382-23
Craspedolepta innoxia	FCHLH88QQ5B	Craspedolepta innoxia	BGENL1639-24
Lecithochirium rufoviride	FCCFC544220	Lecithochirium rufoviride	
Rhodacarus clavulatus	FCAV2LCFON6	Rhodacarus clavulatus	
Psorergates micromydis	FC6TLE20J3E	Psorergates micromydis	
Uromunna sp.	FC388C4124	Archiceroptera highhells	
Pergamasus puerilis	FC2NT8NLJM2	Pergamasus puerilis	
Schizoporella sp.	FC1B6C9416C	Archiceroptera highhells	
Uromyces ornithogali	FBXRTYC4XYO	Uromyces ornithogali	
Juncus firmus	FBWNHOE3KQ9	Juncus firmus	
Erysiphe astragali	FBW3JT8NOV3	Erysiphe astragali	GBERY051-13
Mycena pura	FBRMLSPME8C	Mycena pura	ARG043-08
Aphis urticata	FBN6U1HTQF3	Aphis urticata	GBMHH16646-19
Aonidiella citrina	FBMA8O8CPIK	Aonidiella citrina	GBMHH1503-13
Berberis julianae	FBELNO1Z5JE	Berberis julianae	EBLF102-22
Desoria trispinata	FBBFB264657	Desoria trispinata	BCFOR1523-17
Claustropyga heteroclausa	FBBCABF400B	Claustropyga heteroclausa	GMNWE174-14
Penenirmus pari	FB9E3D74701	Penenirmus pari	
Syzygospora mycetophila	FB7NM188C7X	Syzygospora mycetophila	GBFSB7748-24
Bucephala albeola	FB6AA354A34	Bucephala albeola	BOTW009-04
Callirhytis erythrocephala	FB56LV20552	Callirhytis erythrocephala	
Aprostocetus sp.	FB38D4B4061	Aprostocetus sp.	ASSPP893-08
Nothrus anauniensis	FB28BQDAN0A	Nothrus anauniensis	MIONT093-09
Verrucaria nigrescens	FB27OU9RCVC	Verrucaria nigrescens	GBSO16580-15
Claustropyga abblanda	FB05F1B4BFA	Claustropyga abblanda	GBART31670-23
Xyloperthodes nitidipennis	FB017624363	Xyloperthodes nitidipennis	
Epilobium brunnescens	FATWWOXAI85	Epilobium brunnescens	EDTOL1102-22
Cladanthus arabicus	FATUYJC2D3I	Cladanthus arabicus	ITSAB2024-14
Lissonota nigridens	FAQMHQJKX2K	Lissonota nigridens	BCHYM4074-14
Cicadetta montana	FAQ5Y86Q8XU	Cicadetta montana	GBMH0404-06
Salix quercifolia	FAQ0PAIED79	Salix quercifolia	
Arrhenia retiruga	FAPTN3A1XX1	Arrhenia retiruga	NOBAS2986-16
Rubus drenthicus	FAMWARLOAPY	Rubus drenthicus	
Calluneyrodes callunae	FAKNOKDOM38	Calluneyrodes callunae	
Hemipenthes maura	FAJF06CHQ6X	Hemipenthes maura	GMGMU3239-20
Eucheilota flevensis	FAE6A714FE2	Eucheilota flevensis	
Lomelosia caucasica	FAC0OIG5JEA	Lomelosia caucasica	GBITS19877-21
Oxycera pardalina	FA9A03B4F9F	Oxycera pardalina	UKAN744-22
Laeviomyces opegraphae	FA5DD7B4831	Laeviomyces opegraphae	
Brenthis daphne	FA591A74127	Brenthis daphne	BIBSA083-14
Coprinopsis jonesii	FA21BT9RTIQ	Coprinopsis jonesii	NOBAS4128-17
Acyrthosiphon malvae	F9Z7UFPFHQG	Acyrthosiphon malvae	ACEA671-14
Vryburgia brevicruris	F9SN4JB5MDV	Vryburgia brevicruris	
Lernaeopoda bidiscalis	F9MFA22ZSC7	Lernaeopoda bidiscalis	
Tarasa tenella	F9M5GO2RHDX	Tarasa tenella	GBVH4372-11
Lonchaea nitidissima	F9ITMAWX6VT	Lonchaea nitidissima	
Araecerus fasciculatus	F9FC6494BD7	Araecerus fasciculatus	CNC298-11
Anarhynchus asiaticus	F9F77A84366	Anarhynchus asiaticus	
Triturus marmoratus	F9CZKOJOM8L	Triturus marmoratus	ABCAP035-05
Crataegus pedicellata	F9CDBDB406A	Crataegus pedicellata	
Vidia lineata	F9BD98G9ZX3	Vidia lineata	
Anseriphilus cygni	F99C09B4895	Anseriphilus cygni	
Lichenoconium aeruginosum	F98C75F413C	Lichenoconium aeruginosum	
Scatopsciara fluviatiliformis	F98A0584A99	Scatopsciara fluviatiliformis	GBMWN1033-15
Orchomene humilis	F985QE9PCL8	Orchomene humilis	SWEMA818-15
Megninia ginglymura	F97E7F92PQY	Megninia ginglymura	
Mordella leucaspis	F968D6F4D52	Mordella leucaspis	GBCAB22390-24
Parafilaria bovicola	F966IWHQKLN	Parafilaria bovicola	PAVEA009-21
Clambus nigrellus	F9574B14149	Clambus nigrellus	FBCOA458-10
Amsinckia menziesii	F948ACA4B55	Amsinckia menziesii	BBYUK590-12
Philopterus corvi	F92E5614E35	Philopterus corvi	
Testudinella aspis	F8YHEAK32YG	Testudinella aspis	
Epiphanes pelagica	F8WR971ZHIY	Epiphanes pelagica	
Lecane signifera	F8WQC3YIZ96	Lecane signifera	CDRT012-13
Acarospora chrysops	F8F62A4222	Acarospora chrysops	
Crepidostomum farionis	F8F098740E6	Crepidostomum farionis	
Nadejdolepis charadrii	F8D68EA44CB	Nadejdolepis charadrii	
Koeniginirmus punctatus	F8AB346424F	Koeniginirmus punctatus	
Anonchotaenia globata	F8844654E49	Anonchotaenia globata	GBMNF40519-22
Atractodes angustipennis	F87ZG8H8Z2R	Atractodes angustipennis	BCHYM13193-16
Dilepis undula	F87685E4A71	Dilepis undula	GBAP14888-19
Endococcus fusiger	F868DEE4C6D	Endococcus fusiger	
Lobesia botrana	F85ABBB4292	Lobesia botrana	BSNTN386-23
Triplax lacordairii	F851AE5411D	Triplax lacordairii	
Tachyporus abdominalis	F834B944FCD	Tachyporus abdominalis	CNCCJ1304-14
Hilara pseudocornicula	F832CU3I62W	Hilara pseudocornicula	
Ptyonoprogne rupestris	F828D1F4224	Ptyonoprogne rupestris	GBIR1554-09
Menacanthus setosus	F82687A43C7	Menacanthus setosus	
Bispira polyomma	F81F34E09	Bispira polyomma	
Acizzia uncatoides	F81D1E3419E	Acizzia uncatoides	ASMII11308-22
Trichocerca insignis	F818NZWK41O	Trichocerca insignis	
Staphylea colchica	F7WL2R3MYKK	Staphylea colchica	GBITS19035-21
Pherbellia rozkosnyi	F7TEHS4W6TA	Pherbellia rozkosnyi	DIFIA396-12
Taraxacum laetiforme	F7MMC16TKDH	Taraxacum laetiforme	
Proctophyllodes microstylifer	F7MLVNXG2DS	Proctophyllodes microstylifer	GACAC1679-17
Helianthus strumosus	F7JZ08H0V6Q	Helianthus strumosus	FSEUS022-12
Calliope calliope	F7HV7A93PAZ	Calliope	
Syngamus merulae	F7GOG8E8Q7A	Syngamus merulae	GBMNC34758-20
Anaticola anseris	F7FD53541E1	Anaticola anseris	GBMHP1638-19
Thuiaria articulata	F7F5E164D30	Thuiaria articulata	NOHYD143-21
Conchyloctenia signatipennis	F7DA7584E7B	Conchyloctenia signatipennis	
Campanula isophylla	F7CR5LDBYDD	Campanula isophylla	ITSAF602-14
Cyclops furcifer	F7CAFXXYAUM	Cyclops furcifer	
Pellidiscus pallidus	F7BBSAQDHK1	Pellidiscus pallidus	GBAGA680-13
Agroeca inopina	F7B2AF84504	Agroeca inopina	
Amphipauropus rhenanus	F7A572A4AEF	Amphipauropus rhenanus	
Metajapyx leruthi	F797B384CA2	Metajapyx leruthi	
Parisotoma ekmani	F780F244BE9	Parisotoma ekmani	COLLA364-07
Oxus oblongus	F77E8PCSLCF	Oxus oblongus	
Drepanidotaenia lanceolata	F76EC0240AC	Drepanidotaenia lanceolata	GBMNA12795-19
Echinococcus multilocularis	F748A8B4F65	Echinococcus multilocularis	GBAP15701-19
Neottialges eurafer	F73ST4FWJ6A	Neottialges eurafer	
Carex hystericina	F72EFC49A5	Carex hystericina	BPNP059-08
Psyllobora vigintimaculata	F728AD24C60	Psyllobora vigintimaculata	CNGAA432-15
Lipeurus maculosus	F7116794AB1	Lipeurus maculosus	
Unguiculariopsis ilicincola	F6ZQGQIU7D4	Unguiculariopsis ilicincola	
Reseda phyteuma	F6ZP58VKYBG	Reseda phyteuma	ITSAF4333-14
Chenopodium serotinum	F6W66NY02DG	Chenopodium serotinum	SDH3584-15
Liochthonius perfusorius	F6UVGD6XTBW	Liochthonius perfusorius	
Anarhynchus leschenaultii	F6F222B43A0	Anarhynchus leschenaultii	
Taraxacum pseudoproximum	F6E57W9RCVM	Taraxacum pseudoproximum	
Curtimorda bisignata	F6E3ACE414E	Curtimorda bisignata	FBCOA289-10
Medicago angustissimus	F6E0RQ44VKK	Medicago angustissimus	
Hippodamia convergens	F6D081F4FFB	Hippodamia convergens	AWCCA173-11
Neojordensia meritricha	F6BWJKEKKLF	Neojordensia meritricha	
Tomoglossa heydemanni	F6BFF24321	Tomoglossa heydemanni	
Dicymbium nigrum	F695A284AF0	Dicymbium nigrum	CHEFI1129-12
Aegithalos caudatus	F6817DA44D7	Aegithalos caudatus	BISE127-07
Durella atrocyanea	F67B9B3D9BJ	Durella atrocyanea	
Fuhrmannetta crassula	F664066482C	Fuhrmannetta crassula	
Hieracium speluncarum	F64ET3A8MN8	Hieracium speluncarum	
Achaeta eiseni	F5ZU4BMMH9Z	Achaeta eiseni	
Arthonia parietinaria	F5YVXOYVKGM	Arthonia parietinaria	
Vulpes vulpes	F5XBXCVMTDE	Vulpes	
Unguiculariopsis robergei	F5TWYO6SKA6	Unguiculariopsis robergei	
Oenothera laciniata	F5H5YC81J5S	Oenothera laciniata	CSU002-10
Ceanothus americanus	F5EX2CJGPY3	Ceanothus americanus	FSEUS433-13
Pseudeuophrys erratica	F5E4459411A	Pseudeuophrys erratica	CHEFI1915-19
Aphanes microcarpa	F5BABE4D9C	Aphanes microcarpa	GBVJ2038-11
Nebalia bipes	F5B8D6D4AA5	Nebalia bipes	SWEMA817-15
Micaria guttulata	F599566469D	Micaria guttulata	FBARB951-15
Polystichum bicknellii	F58DE4849D1	Polystichum bicknellii	
Lamproderma nigrescens	F53BKIHIVJ7	Lamproderma nigrescens	
Eurybregma nigrolineata	F5266754F4A	Eurybregma nigrolineata	
Macrorhyncolus littoralis	F5098A24253	Macrorhyncolus littoralis	
Phacelia purshii	F4T1A25V1AC	Phacelia purshii	MKTRT1614-13
Phlebiella allantospora	F4SM1YJQ7IK	Phlebiella allantospora	
Sarcodon joeides	F4HMQRKG437	Sarcodon joeides	GBSO15656-15
Euphthiracarus cribarius	F4DNB35TX0L	Euphthiracarus cribarius	
Proturentomon condei	F4C34BC47CC	Proturentomon condei	
Callonetta leucophrys	F4AFGILCA32	Callonetta leucophrys	BROMB681-07
Egle rhinotmeta	F4AD04E4A40	Egle rhinotmeta	AMTPF118-16
Illosporium carneum	F4915D14A52	Illosporium carneum	
Dicranotaenia coronula	F46A4014C93	Dicranotaenia coronula	
Phytoecia nigricornis	F43EB6D4A4C	Phytoecia nigricornis	COLFD250-12
Fuscolachnum dumorum	F41Q6KNTCHR	Fuscolachnum dumorum	
Larus fuscus	F41B666452E	Larus fuscus	BISE239-08
Rubus leucandrus	F3XDIG2UQTF	Rubus leucandrus	
Platydemus manokwari	F3IM3RPSIV0	Platydemus manokwari	GBMAB2239-15
Trigonopeltastes geometricus	F3FBA024E8A	Trigonopeltastes geometricus	
Aleurolobus marlatti	F3D97JSQ7QO	Aleurolobus marlatti	GBMIN8630-12
Regalecus glesne	F3A7E694845	Regalecus glesne	ANGBF1263-12
Certhia familiaris	F399E5E4A52	Certhia familiaris	BISE253-08
Saemundssonia lari	F388B9448C6	Saemundssonia lari	GBMHP1055-19
Agromyza abdita	F366FGXZ4JN	Agromyza abdita	
Bionychiurus normalis	F34CF34E14	Bionychiurus normalis	
Rhimphoctona melanura	F32O7H8H5YQ	Rhimphoctona melanura	BCHYM13346-16
Crenosoma striatum	F32MLXG5843	Crenosoma striatum	GBNM3896-14
Imogine necopinata	F31SJKQFC60	Imogine necopinata	
Neoleria maritima	F3141784001	Neoleria maritima	
Microphallus claviformis	F3046AD4391	Microphallus claviformis	
Plagiorchis elegans	F3022544DC2	Plagiorchis elegans	GBMNF41970-22
Eumodicogryllus bordigalensis	F3005104FE8	Eumodicogryllus bordigalensis	GBART52024-23
Lebertia brigantina	F2VT72KX86I	Lebertia brigantina	NLACA103-15
Phaeosphaeria equiseti	F2RIBANYLLW	Phaeosphaeria equiseti	
Semiaphis dauci	F2QAQKAL5T0	Semiaphis dauci	ACEA020-14
Claviceps purpurea	F2OKJ4YT98W	Claviceps purpurea	GBFSB17237-24
Neoliga depressa	F2FC3B24712	Neoliga depressa	
Larus canus	F2D6D904F80	Larus canus	AFLAR003-20
Lacrymaria glareosa	F2CUS6IYTZA	Lacrymaria glareosa	
Sida spinosa	F277D6348B4	Sida spinosa	CALAK247-10
Rimularia gibbosa	F261BEA435A	Rimularia gibbosa	
Pelargonium grandiflorum	F2579QWE01O	Pelargonium grandiflorum	GBITS29701-21
Sclerococcum montagnei	F21BCFA4393	Sclerococcum montagnei	
Dinoderus japonicus	F2006614CBC	Dinoderus japonicus	PSFOR1095-17
Psacothea hilaris	F1XWSRT7A22	Psacothea hilaris	GBMNA7438-19
Sesamum indicum	F1W761ZGBBL	Sesamum indicum	API193-12
Anophococcus confusus	F1W44AQ1N9G	Anophococcus confusus	
Contarinia pseudotsugae	F1V4BTIAC45	Contarinia pseudotsugae	
Carex beckmannii	F1F5F7746C2	Carex beckmannii	
Scrophularia aquatica	F1E9FF74AEB	Scrophularia aquatica	
Entoloma brunneicoeruleum	F1CYQ64QIT6	Entoloma brunneicoeruleum	
Pachyphiale carneola	F1C4BB4754	Pachyphiale carneola	
Thecophora jakutica	F1BFABC4CA7	Thecophora jakutica	LEFIJ8788-19
Gyrodactylus arcuatus	F1B29CC481C	Gyrodactylus arcuatus	GBPL6462-19
Campodea fragilis	F1AB3924137	Campodea fragilis	BBLZI144-14
Kelerinirmus nisus	F196D63433E	Kelerinirmus nisus	
Eleutheromyces pseudosubulatus	F172XSAMKPH	Eleutheromyces pseudosubulatus	
Mentha cervina	F171FX1NMWR	Mentha cervina	BPTPS138-22
Cholus forbesii	F171AAD4233	Cholus forbesii	
Endococcus parietinarius	F16FFFE40EF	Endococcus parietinarius	
Prosthodendrium ascidia	F13215048BC	Prosthodendrium ascidia	
Tadorna variegata	F11LVAPFTC8	Tadorna variegata	BROMB616-07
Sackenomyia reaumurii	F0VRG5O8OG5	Sackenomyia reaumurii	GBMNB16850-20
Hydrozetes lemnae	F0MC7UMKQN4	Hydrozetes lemnae	
Ophelina acuminata	F0I421OK07X	Ophelina acuminata	BBPS312-19
Carpelimus manchuricus	F0EEE6147C9	Carpelimus manchuricus	
Gracilentulus hyleus	F0EC0464968	Gracilentulus hyleus	
Laemobothrion maximum	F0D4F864578	Laemobothrion maximum	
Branchiostoma lanceolatum	F0BQG5USUPI	Branchiostoma lanceolatum	GBGC0088-06
Eubosmina maritima	F08D88346F6	Eubosmina maritima	
Acipenser stellatus	F0807844E85	Acipenser stellatus	ANGBF30735-19
Vicia dasycarpa	F063E84446C	Vicia dasycarpa	NBFCP3387-24
Rosa scabriuscula	F0624DF4F49	Anopheles deaneorum	GBDP12021-12
Uromyces trifolii-repentis	EZZYLYFHUUM	Uromyces trifolii-repentis	GBPLU563-13
Horisme radicaria	EZY5PKEIU6A	Horisme radicaria	CGUKC436-09
Syntormon pseudospicatum	EZVK3N6IP2C	Syntormon pseudospicatum	UKAN1191-23
Oenothera contorta	EZTK24A238B	Oenothera contorta	
Dinotrema incarinatum	EZP7J2F5N65	Dinotrema incarinatum	
Polycarpa tenera	EZMX6DIWFRO	Polycarpa tenera	CCMAS017-21
Parexogone hebes	EZEU4VK8BM9	Parexogone hebes	CRYNO243-15
Pleospora phaeocomoides	EZED4ORXXCI	Pleospora phaeocomoides	
Amiota albilabris	EZC7X861THA	Amiota albilabris	FIDIP612-12
Cosmospora arxii	EZB1WVR2WJ7	Cosmospora arxii	MGEN934-16
Cheiroseius cassiteridum	EZ3EAMPBL44	Cheiroseius cassiteridum	
Crepidotus calolepis	EZ1LBXQONIB	Crepidotus calolepis	FABOL352-21
Oslerus osleri	EYY5ZL6SG0C	Oslerus osleri	
Gyalocephalus capitatus	EYG7XH7I9AL	Gyalocephalus capitatus	
Cerodontha thunebergi	EYG1B3HPT45	Cerodontha thunebergi	
Singhiella near citrifolii	EYFVVV3I634	Etheostoma basilare	NCSMF225-09
Eutypella tetraploa	EYE74T73K5B	Eutypella tetraploa	
Ilex glabra	EYD3TR0LLK3	Ilex glabra	CPPB049-21
Paranurophorus simplex	EYAFCEXEQ6E	Paranurophorus simplex	
Keissleriella alpina	EY9F9R5H6N6	Keissleriella alpina	
Neoalticomerus formosus	EXNXA39NX4Q	Neoalticomerus formosus	
Ipomoea nil	EXMSI5WOEYJ	Ipomoea nil	CALAK115-10
Doronicum macrophyllum	EXMKDJXYYBY	Doronicum macrophyllum	PNOR503-16
Heracleum sphondylium	EXJMDG2IZA7	Heracleum sphondylium	BBYUK2937-19
Cynegetis impunctata	EXIA2LHIHU7	Cynegetis impunctata	COLFB532-12
Globocephalus urosubulatus	EXCOW203H6P	Globocephalus urosubulatus	
Bolbitius titubans	EXBWE3LXLFH	Bolbitius titubans	GBAGA11102-15
Pleurata uroglenae	EWQC5D9BNF6	Pleurata uroglenae	
Synaptospora olandica	EWNRF7QQRV7	Synaptospora olandica	
Iberis pectinata	EWH1D6EVCAO	Iberis pectinata	
Psittophagus galahi	EWGPCFVJH2R	Psittophagus galahi	
Pycnonotus goiavier	EWGOM3PMFGI	Pycnonotus goiavier	BBIND1016-08
Forcellinia wasmanni	EWAE6DYUWSU	Forcellinia wasmanni	
Alomya punctulata	EW9BNRCH5N5	Alomya punctulata	
Inocybe stangliana	EW3GYV9GS8K	Inocybe stangliana	
Hyphoderma litschaueri	EW1UDVNEYZF	Hyphoderma litschaueri	
Thermopsis lupinoides	EW1Q2Y4MA65	Thermopsis lupinoides	
Microscolex phosphoreus	EVT69WF88AR	Microscolex phosphoreus	EWPC192-18
Cornus sanguinea	EVOFRA9LLV5	Cornus sanguinea	EBLF2565-22
Chenopodium chenopodioides × rubrum	EVO6YBX55AT	Chenopodium chenopodioides	SAFH2868-11
Empoasca affinis	EVLN4IRXVTO	Empoasca affinis	
Pucciniastrum areolatum	EVJNWIGKYZQ	Pucciniastrum areolatum	
Lentinellus ursinus	EVERVYU674T	Lentinellus ursinus	GBRUS183-13
Sedum hirsutum	EVEOJ8965SN	Sedum hirsutum	GBITS71064-21
Tanytarsus mancospinosus	EVE6WY3H1H2	Tanytarsus mancospinosus	CHIFI383-16
Amblyaspis nodicornis	EVDFBOR34MW	Amblyaspis nodicornis	
Periconia hispidula	EV5V1X9FKK5	Periconia hispidula	
Ischnoderma resinosum	EV4MOMINHV4	Ischnoderma resinosum	GBPOL1289-13
Portulaca pilosa	EV34JLZ85PK	Portulaca pilosa	GBVF922-11
