NSR_organism	NSR_ID	BOLD_organism	BOLD_ID
Otus scops	464944189	Otus scops	GBIR10411-19
Otis tarda	464944182	Otis tarda	DTNHM6092-23
Oriolus oriolus	464944175	Oriolus	
Oenanthe pleschanka	464944168	Oenanthe pleschanka	GBIR11991-19
Poecile montanus	464944161	Poecile montanus	BISE036-07
Oenanthe isabellina	464944154	Oenanthe isabellina	BOI043-08
Poecile palustris	464944147	Poecile palustris	BON223-07
Oenanthe deserti	464944140	Oenanthe deserti	BOI040-08
Hydrobates leucorhous	464944133	Hydrobates leucorhous	
Nycticorax nycticorax	464944126	Nycticorax	
Numenius tenuirostris	464944119	Numenius tenuirostris	GBIR13381-19
Numenius phaeopus	464944112	Numenius phaeopus	BON368-07
Numenius arquata	464944105	Numenius arquata	BISE061-07
Nucifraga caryocatactes	464944098	Nucifraga caryocatactes	BISE156-08
Netta rufina	464944091	Netta rufina	BISE401-08
Neophron percnopterus	464944084	Neophron percnopterus	BOI092-08
Muscicapa striata	464944077	Muscicapa striata	BISE025-07
Motacilla flava	464944070	Motacilla flava	BISE027-07
Geokichla sibirica	464944063	Geokichla sibirica	BJNSM510-10
Oenanthe oenanthe	464944056	Oenanthe	
Phalaropus lobatus	464944049	Phalaropus lobatus	BISE028-07
Phylloscopus inornatus	464944028	Phylloscopus inornatus	BON305-07
Phylloscopus fuscatus	464944014	Phylloscopus fuscatus	BANSM095-22
Phylloscopus collybita	464944007	Phylloscopus collybita	BISE153-08
Phylloscopus borealis	464944000	Phylloscopus borealis	BJNSM211-10
Phylloscopus bonelli	464943993	Anisolabis maritima	GBCAB32837-24
Phoenicurus phoenicurus	464943986	Phoenicurus	
Phoenicurus ochruros	464943979	Phoenicurus ochruros	AVIPK059-13
Phoenicopterus chilensis	464943966	Phoenicopterus chilensis	KBAR666-06
Parus major	464943959	Parus major	AVIPK135-13
Phasianus colchicus	464943952	Phasianus colchicus	BISE067-07
Motacilla alba	464943945	Hydraena tatii	GBCL37824-19
Microcarbo pygmeus	464943931	Microcarbo pygmeus	
Phalacrocorax carbo	464943924	Phalacrocorax carbo	BISE182-08
Phalacrocorax aristotelis	464943917	Phalacrocorax aristotelis	BON103-07
Pernis apivorus	464943910	Pernis apivorus	BISE099-07
Perdix perdix	464943903	Perdix	
Pelecanus onocrotalus	464943890	Pelecanus onocrotalus	GBIR1630-09
Pelagodroma marina	464943883	Pelagodroma marina	GBIR4252-13
Passer montanus	464943876	Passer montanus	ARIGB041-16
Passer hispaniolensis	464943869	Passer hispaniolensis	AVIPK027-13
Passer domesticus	464943862	Passer domesticus	ARIGB037-16
Calidris pugnax	464943855	Calidris pugnax	BISE168-08
Larus ichthyaetus	464943848	Larus ichthyaetus	
Locustella certhiola	464943841	Locustella certhiola	
Limosa limosa	464943834	Limosa	
Limosa lapponica	464943827	Limosa lapponica	BON437-07
Limnodromus scolopaceus	464943820	Limnodromus scolopaceus	BROM170-06
Calidris falcinellus	464943813	Calidris falcinellus	BISE199-08
Chroicocephalus ridibundus	464943794	Chroicocephalus ridibundus	AFLAR001-20
Larus pipixcan	464943787	Larus pipixcan	
Chroicocephalus philadelphia	464943780	Chroicocephalus philadelphia	BROM801-07
Hydrocoloeus minutus	464943773	Hydrocoloeus minutus	BISE472-08
Motacilla citreola	464943759	Motacilla citreola	KBPBR007-06
Larus marinus	464943752	Larus marinus	BISE240-08
Locustella luscinioides	464943745	Locustella luscinioides	ARIGB026-16
Larus hyperboreus	464943738	Larus hyperboreus	BON167-07
Larus glaucoides	464943731	Larus glaucoides	BROM785-07
Larus fuscus	464943724	Larus fuscus	BISE239-08
Larus delawarensis	464943717	Larus delawarensis	BOTW036-04
Larus canus	464943710	Larus canus	AFLAR003-20
Larus cachinnans	464943703	Larus cachinnans	GBIR1571-09
Larus atricilla	464943696	Larus atricilla	
Larus argentatus	464943689	Larus argentatus	AFLAR005-20
Lanius senator	464943682	Lanius senator	BOI127-08
Lanius minor	464943668	Lanius minor	ARIGB025-16
Larus melanocephalus	464943661	Larus melanocephalus	
Melanitta fusca	464943654	Melanitta fusca	BISE224-08
Morus bassanus	464943647	Morus bassanus	BISE210-08
Monticola saxatilis	464943640	Monticola saxatilis	KBPBU690-06
Milvus milvus	464943628	Milvus	
Milvus migrans	464943621	Milvus migrans	BJNSM158-10
Merops persicus	464943609	Merops persicus	AVIPK093-13
Merops apiaster	464943602	Merops apiaster	ARIGB031-16
Mergus serrator	464943595	Mergus serrator	BISE134-07
Mergus merganser	464943588	Mergus merganser	BISE174-08
Melanocorypha calandra	464943574	Melanocorypha calandra	GBIR1569-09
Locustella fluviatilis	464943567	Locustella fluviatilis	GBIR3434-13
Melanitta nigra	464943560	Melanitta nigra	BISE179-08
Locustella lanceolata	464943553	Locustella lanceolata	BISE151-08
Lymnocryptes minimus	464943539	Lymnocryptes minimus	BISE136-07
Luscinia svecica	464943532	Luscinia svecica	BISE123-07
Luscinia megarhynchos	464943525	Luscinia megarhynchos	GBIR4691-13
Luscinia luscinia	464943518	Luscinia	
Lullula arborea	464943511	Lullula arborea	BISE186-08
Loxia pytyopsittacus	464943504	Loxia pytyopsittacus	BISE167-08
Loxia leucoptera	464943497	Loxia leucoptera	BISE161-08
Loxia curvirostra	464943490	Loxia curvirostra	BABNA410-07
Lophodytes cucullatus	464943484	Lophodytes cucullatus	BOTW191-04
Locustella naevia	464943477	Locustella naevia	BISE198-08
Phylloscopus sibilatrix	464943470	Phylloscopus sibilatrix	BISE216-08
Melanitta perspicillata	464943463	Melanitta perspicillata	BRDC118-04
Sylvia communis	464943456	Sylvia communis	BISE080-07
Sterna forsteri	464943449	Sterna forsteri	BOTW169-04
Threskiornis aethiopicus	464943443	Threskiornis aethiopicus	BROMB871-07
Tetrax tetrax	464943436	Tetrax	
Tetrao tetrix	464943429	Tetrao tetrix	
Tarsiger cyanurus	464943422	Tarsiger cyanurus	BJNSM124-10
Tadorna tadorna	464943415	Tadorna	
Tachybaptus ruficollis	464943403	Tachybaptus ruficollis	BJNSM404-10
Syrrhaptes paradoxus	464943396	Syrrhaptes paradoxus	KBPBU360-06
Sylvia undata	464943389	Sylvia undata	GBIR13524-19
Sylvia nisoria	464943382	Sylvia nisoria	ARIGB069-16
Sylvia nana	464943375	Sylvia nana	KBPBR142-07
Sylvia melanocephala	464943368	Sylvia melanocephala	BOI079-08
Tringa erythropus	464943361	Tringa erythropus	BISE030-07
Sylvia conspicillata	464943354	Sylvia conspicillata	
Tringa flavipes	464943347	Tringa flavipes	BOTW058-04
Sylvia cantillans	464943340	Sylvia cantillans	BOI190-08
Sylvia borin	464943333	Sylvia borin	BISE111-07
Sylvia atricapilla	464943326	Sylvia atricapilla	BISE101-07
Surnia ulula	464943319	Surnia ulula	BISE164-08
Sturnus vulgaris	464943312	Sturnus vulgaris	BARGN1018-22
Pastor roseus	464943305	Pastor roseus	AVIPK096-13
Strix aluco	464943298	Strix aluco	BISE322-08
Streptopelia turtur	464943291	Streptopelia turtur	BISE066-07
Streptopelia decaocto	464943284	Streptopelia decaocto	BISE187-08
Sterna sandvicensis	464943277	Sterna sandvicensis	
Sterna paradisaea	464943270	Sterna paradisaea	BISE147-08
Phylloscopus proregulus	464943263	Phylloscopus proregulus	BISE100-07
Sylvia curruca	464943256	Sylvia curruca	ARIGB067-16
Turdus obscurus	464943249	Turdus obscurus	KBPBU657-06
Zonotrichia leucophrys	464943235	Zonotrichia leucophrys	BABNA375-07
Zonotrichia albicollis	464943228	Zonotrichia albicollis	BABNA118-06
Vireo olivaceus	464943214	Vireo olivaceus	BABNA097-06
Vanellus vanellus	464943207	Vanellus	
Uria lomvia	464943200	Uria lomvia	BON165-07
Uria aalge	464943193	Uria aalge	BISE141-08
Upupa epops	464943186	Upupa epops	GBIR10471-19
Tyto alba	464943179	Hydraena tatii	GBCL37824-19
Turdus viscivorus	464943172	Turdus viscivorus	BON127-07
Turdus torquatus	464943165	Turdus torquatus	BON064-06
Tichodroma muraria	464943158	Tichodroma muraria	GBMNB803-20
Turdus philomelos	464943151	Turdus philomelos	BISE280-08
Sterna dougallii	464943144	Sterna dougallii	BJNSM825-11
Turdus merula	464943137	Turdus merula	BISE348-08
Turdus iliacus	464943130	Turdus iliacus	BISE034-07
Calidris subruficollis	464943113	Calidris subruficollis	BOURU156-15
Nannus troglodytes	464943106	Nannus troglodytes	
Tringa totanus	464943099	Tringa totanus	AVIPK057-13
Tringa stagnatilis	464943092	Tringa stagnatilis	BROM157-06
Tringa ochropus	464943085	Tringa ochropus	AVIPK045-13
Tringa nebularia	464943078	Tringa nebularia	AVIPK042-13
Tringa melanoleuca	464943071	Tringa melanoleuca	BOTW057-04
Tringa glareola	464943064	Tringa glareola	BISE033-07
Turdus pilaris	464943057	Turdus pilaris	BISE155-08
Pluvialis dominica	464943050	Pluvialis dominica	BBB603-13
Prunella modularis	464943043	Prunella modularis	BISE226-08
Prunella collaris	464943036	Prunella collaris	BJNSM002-08
Zapornia pusilla	464943029	Zapornia pusilla	
Porzana porzana	464943022	Porzana	
Zapornia parva	464943015	Zapornia parva	
Polysticta stelleri	464943002	Polysticta stelleri	BON108-07
Podilymbus podiceps	464942995	Podilymbus podiceps	CDLSU055-05
Podiceps nigricollis	464942988	Podiceps nigricollis	CDLSU054-05
Podiceps grisegena	464942981	Podiceps grisegena	BISE230-08
Podiceps cristatus	464942974	Podiceps cristatus	BISE112-07
Podiceps auritus	464942967	Podiceps auritus	BISE208-08
Sterna hirundo	464942960	Sterna hirundo	BISE184-08
Pluvialis fulva	464942953	Pluvialis fulva	BOTW045-04
Ardenna gravis	464942946	Ardenna gravis	NLAVE468-11
Pluvialis apricaria	464942939	Pluvialis apricaria	BISE038-07
Plegadis falcinellus	464942932	Plegadis falcinellus	BISE462-08
Plectrophenax nivalis	464942925	Plectrophenax nivalis	BISE217-08
Platalea leucorodia	464942918	Platalea leucorodia	GBIR10203-19
Pinicola enucleator	464942911	Pinicola enucleator	BABNA175-06
Pinguinus impennis	464942905	Pinguinus impennis	GBIR10715-19
Picus viridis	464942898	Picus viridis	BON125-07
Picus canus	464942891	Picus canus	BISE017-07
Pica pica	464942884	Pica	
Phylloscopus trochilus	464942877	Phylloscopus trochilus	ARIGB042-16
Phylloscopus trochiloides	464942870	Phylloscopus trochiloides	BISE382-08
Jynx torquilla	464942863	Jynx torquilla	BANSM042-22
Pluvialis squatarola	464942856	Pluvialis squatarola	BISE390-08
Hydroprogne caspia	464942844	Hydroprogne caspia	BISE076-07
Onychoprion anaethetus	464942837	Onychoprion anaethetus	BOTW411-05
Sternula albifrons	464942830	Sternula albifrons	BISE455-08
Stercorarius pomarinus	464942823	Stercorarius pomarinus	BON164-07
Stercorarius parasiticus	464942816	Stercorarius parasiticus	BISE177-08
Stercorarius longicaudus	464942809	Stercorarius longicaudus	BISE029-07
Somateria spectabilis	464942797	Somateria spectabilis	BON419-07
Somateria mollissima	464942790	Somateria mollissima	BISE197-08
Sitta europaea	464942783	Sitta europaea	BJNSM465-10
Serinus serinus	464942776	Serinus	
Scolopax rusticola	464942769	Scolopax rusticola	BISE190-08
Psittacula krameri	464942762	Psittacula krameri	AVIPK123-13
Saxicola rubetra	464942755	Saxicola rubetra	ARIGB059-16
Pterodroma feae/madeira/mollis	464942749	Gobio lozanoi	FFMBH1094-14
Rissa tridactyla	464942742	Rissa tridactyla	BISE126-07
Riparia riparia	464942735	Riparia	
Remiz pendulinus	464942728	Remiz pendulinus	ARIGB052-16
Regulus regulus	464942721	Regulus	
Recurvirostra avosetta	464942709	Recurvirostra avosetta	BISE162-08
Rallus aquaticus	464942702	Rallus aquaticus	AROMD003-10
Pyrrhula pyrrhula	464942695	Pyrrhula	
Puffinus puffinus	464942688	Puffinus	
Ardenna grisea	464942674	Ardenna grisea	BNAST001-08
Phylloscopus schwarzi	464942667	Phylloscopus schwarzi	GBIR3429-13
Anas clypeata	464942653	Anas clypeata	
Aegithalos caudatus	464942646	Aegithalos caudatus	BISE127-07
Anser fabalis	464942632	Anser fabalis	BISE215-08
Anser erythropus	464942625	Anser erythropus	BISE195-08
Anser caerulescens	464942618	Anser caerulescens	BROMB182-06
Anser brachyrhynchus	464942611	Anser brachyrhynchus	BON443-07
Anser anser	464942604	Anser	
Anser albifrons	464942597	Anser albifrons	CDLSU010-05
Anas strepera	464942590	Anas strepera	
Anas querquedula	464942583	Anas querquedula	
Anas platyrhynchos	464942576	Anas platyrhynchos	BOM1866-10
Anas penelope	464942569	Anas penelope	
Anas formosa	464942562	Anas formosa	
Anthus campestris	464942555	Anthus campestris	GBIR9883-19
Anas crecca	464942548	Anas crecca	BON158-07
Anthus cervinus	464942541	Anthus cervinus	BON013-06
Anas americana	464942527	Anas americana	
Anas acuta	464942520	Anas acuta	BISE109-07
Alle alle	464942508	Alle	
Alcedo atthis	464942501	Alcedo atthis	ARIGB001-16
Alca torda	464942494	Alca torda	BISE150-08
Alauda arvensis	464942487	Alauda arvensis	BISE243-08
Aegypius monachus	464942467	Aegypius monachus	GBIR1649-09
Lanius excubitor	464942460	Lanius excubitor	BISE146-08
Anas discors	464942453	Anas discors	
Megaceryle alcyon	464942441	Megaceryle alcyon	KBNA130-04
Certhia familiaris	464942434	Certhia familiaris	BISE253-08
Certhia brachydactyla	464942427	Certhia brachydactyla	GBIR6710-15
Cepphus grylle	464942420	Cepphus grylle	BISE433-08
Ardea alba	464942408	Ardea alba	BJNSM241-10
Erythrina erythrina	464942401	Dysdera erythrina	AGB018-11
Spinus spinus	464942394	Spinus	
Acanthis hornemanni	464942387	Acanthis hornemanni	BISE128-07
Linaria flavirostris	464942380	Linaria flavirostris	BISE229-08
Acanthis flammea	464942373	Acanthis flammea	BROMB497-07
Carduelis carduelis	464942366	Carduelis	
Caprimulgus europaeus	464942354	Caprimulgus europaeus	BISE122-07
Clanga pomarina	464942342	Clanga pomarina	VTAKY007-20
Aquila nipalensis	464942335	Aquila nipalensis	GBIR363-07
Clanga clanga	464942328	Clanga	
Aquila chrysaetos	464942321	Aquila chrysaetos	BISE010-07
Apus apus	464942314	Apus	
Anthus trivialis	464942307	Anthus trivialis	BISE097-07
Anthus spinoletta	464942300	Anthus spinoletta	BOI002-08
Anthus richardi	464942293	Anthus richardi	BONSC014-08
Anthus pratensis	464942286	Anthus pratensis	BISE181-08
Anthus petrosus	464942279	Anthus petrosus	BON082-06
Anthus hodgsoni	464942272	Anthus hodgsoni	BJNSM205-10
Anthus godlewskii	464942265	Anthus godlewskii	KBPBU572-06
Linaria cannabina	464942258	Linaria cannabina	BISE183-08
Aythya marila	464942251	Aythya marila	BISE124-07
Bucephala clangula	464942244	Bucephala clangula	BISE148-08
Bubulcus ibis	464942237	Bubulcus ibis	BJNSM342-10
Bubo bubo	464942225	Bubo	
Branta ruficollis	464942218	Branta ruficollis	
Branta leucopsis	464942204	Branta leucopsis	BISE142-08
Branta canadensis	464942190	Branta canadensis	BONSC076-16
Branta bernicla	464942183	Branta bernicla	BON104-07
Botaurus stellaris	464942176	Botaurus stellaris	BISE091-07
Bombycilla garrulus	464942169	Bombycilla garrulus	BABNA352-07
Aegolius funereus	464942162	Aegolius funereus	BISE070-07
Aythya nyroca	464942155	Aythya nyroca	GBMNF1118-22
Buteo buteo	464942148	Buteo	
Aythya fuligula	464942141	Aythya fuligula	BISE193-08
Aythya ferina	464942134	Aythya ferina	AVIPK156-13
Aythya collaris	464942127	Aythya collaris	BOTW196-04
Aythya affinis	464942120	Aythya affinis	BOTW008-04
Athene vidalii	464942113	Athene vidalii	
Asio otus	464942106	Asio otus	BISE092-07
Asio flammeus	464942099	Asio flammeus	AVIPK014-13
Arenaria interpres	464942092	Arenaria interpres	BISE200-08
Ardeola ralloides	464942085	Ardeola ralloides	GBIR8517-19
Ardea purpurea	464942078	Ardea purpurea	AVIPK111-13
Ardea cinerea	464942071	Ardea cinerea	BISE059-07
Accipiter nisus	464942064	Accipiter nisus	AVIPK005-13
Bartramia longicauda	464942057	Bartramia longicauda	BROM385-06
Calidris maritima	464942050	Calidris maritima	BON492-07
Acrocephalus scirpaceus	464942038	Acrocephalus scirpaceus	GBIR10690-19
Acrocephalus schoenobaenus	464942031	Acrocephalus schoenobaenus	BISE176-08
Acrocephalus palustris	464942024	Acrocephalus palustris	BISE479-08
Acrocephalus paludicola	464942017	Acrocephalus paludicola	GBIR6114-15
Acrocephalus dumetorum	464942010	Acrocephalus dumetorum	BONSC042-08
Acrocephalus arundinaceus	464942003	Acrocephalus arundinaceus	BISE145-08
Acrocephalus agricola	464941996	Acrocephalus agricola	BON449-07
Calidris tenuirostris	464941989	Calidris tenuirostris	BROM353-06
Calidris temminckii	464941982	Calidris temminckii	BISE172-08
Calidris ruficollis	464941975	Calidris ruficollis	BROM347-06
Calidris pusilla	464941968	Calidris pusilla	BOTW053-04
Bulweria bulwerii	464941961	Bulweria bulwerii	BJNSM310-10
Calidris melanotos	464941954	Calidris melanotos	BROM335-06
Burhinus oedicnemus	464941947	Burhinus oedicnemus	GBMIN133960-17
Calidris fuscicollis	464941940	Calidris fuscicollis	BOTW051-04
Calidris ferruginea	464941933	Calidris ferruginea	BISE171-08
Calidris canutus	464941926	Calidris canutus	BISE378-08
Calidris bairdii	464941919	Calidris bairdii	BROM302-06
Calidris alpina	464941912	Calidris alpina	BISE163-08
Calidris alba	464941905	Calidris alba	BISE203-08
Calidris acuminata	464941898	Calidris acuminata	BROM278-06
Calcarius lapponicus	464941891	Calcarius lapponicus	BISE140-08
Calandrella brachydactyla	464941884	Calandrella brachydactyla	AVIPK151-13
Buteo rufinus	464941877	Buteo rufinus	GBMIN133954-17
Buteo lagopus	464941870	Buteo lagopus	BISE105-07
Charadrius dubius	464941863	Charadrius dubius	BISE204-08
Calidris minuta	464941856	Calidris minuta	BISE202-08
Falco rusticolus	464941849	Falco rusticolus	BISE044-07
Emberiza hortulana	464941842	Emberiza hortulana	ARIGB017-16
Gallinago media	464941835	Gallinago media	BON323-07
Gallinago gallinago	464941828	Gallinago	
Galerida cristata	464941821	Galerida cristata	ARIGB024-16
Fulmarus glacialis	464941814	Fulmarus glacialis	BISE031-07
Fulica atra	464941807	Fulica atra	BISE075-07
Fringilla montifringilla	464941800	Fringilla montifringilla	BISE058-07
Fringilla coelebs	464941793	Fringilla coelebs	BISE006-07
Fratercula arctica	464941786	Fratercula arctica	BISE026-07
Ficedula parva	464941779	Ficedula parva	ARIGB022-16
Ficedula hypoleuca	464941772	Ficedula hypoleuca	BISE047-07
Ficedula albicollis	464941765	Ficedula albicollis	BISE082-07
Falco vespertinus	464941758	Falco vespertinus	AFFAL009-20
Garrulus glandarius	464941751	Garrulus glandarius	BISE003-07
Falco subbuteo	464941744	Falco subbuteo	BISE120-07
Gavia adamsii	464941737	Gavia adamsii	BISE222-08
Falco peregrinus	464941730	Falco peregrinus	BISE125-07
Falco naumanni	464941723	Falco naumanni	BON439-07
Falco columbarius	464941716	Falco columbarius	BISE138-08
Erithacus rubecula	464941709	Erithacus rubecula	ARIGB020-16
Eremophila flava	464941702	Eremophila flava	
Emberiza spodocephala	464941695	Emberiza spodocephala	BJNSM073-08
Emberiza schoeniclus	464941688	Emberiza schoeniclus	ARIGB015-16
Emberiza rutila	464941681	Emberiza rutila	GBMNA11424-19
Emberiza rustica	464941674	Emberiza rustica	BON270-07
Emberiza pusilla	464941667	Emberiza pusilla	BISE160-08
Emberiza melanocephala	464941660	Emberiza melanocephala	GBIR1585-09
Cettia cetti	464941653	Cettia cetti	ARIGB005-16
Falco tinnunculus	464941646	Falco tinnunculus	AVIPK109-13
Aquila pennata	464941639	Aquila pennata	
Accipiter gentilis	464941632	Accipiter gentilis	BISE314-08
Junco hyemalis	464941625	Junco hyemalis	BABNA104-06
Ixobrychus minutus	464941618	Ixobrychus minutus	GBIR5568-15
Irania gutturalis	464941611	Irania gutturalis	BOI157-08
Icterus galbula	464941599	Icterus galbula	BABNA011-06
Hydrobates pelagicus	464941592	Hydrobates pelagicus	BON032-06
Histrionicus histrionicus	464941585	Histrionicus	
Hirundo rustica	464941578	Hirundo rustica	BISE020-07
Cecropis daurica	464941571	Cecropis daurica	GBIR7873-19
Hirundapus caudacutus	464941564	Hirundapus caudacutus	BROMB536-07
Hippolais polyglotta	464941557	Hippolais polyglotta	GBIR6304-15
Gallinula chloropus	464941550	Gallinula chloropus	AVIPK107-13
Himantopus himantopus	464941543	Himantopus	
Emberiza citrinella	464941536	Emberiza citrinella	ARIGB014-16
Aquila fasciata	464941529	Aquila fasciata	GBIR9574-19
Haliaeetus albicilla	464941522	Haliaeetus albicilla	BISE001-07
Haematopus ostralegus	464941515	Haematopus ostralegus	BISE188-08
Gyps fulvus	464941508	Gyps fulvus	GBIR0297-06
Grus grus	464941501	Grus	
Grus canadensis	464941494	Grus canadensis	
Glareola pratincola	464941487	Glareola pratincola	BROM518-07
Glareola nordmanni	464941480	Glareola nordmanni	KBPBU187-06
Gavia stellata	464941466	Gavia stellata	BISE211-08
Gavia immer	464941459	Gavia immer	BON151-07
Gavia arctica	464941452	Gavia arctica	BISE065-07
Hippolais icterina	464941445	Hippolais icterina	BISE152-08
Ciconia nigra	464941438	Ciconia nigra	GBCHO14218-23
Corvus corax	464941431	Corvus corax	BISE019-07
Columba palumbus	464941424	Columba palumbus	BISE009-07
Columba oenas	464941417	Columba oenas	BISE221-08
Columba livia	464941410	Columba livia	BOTW080-04
Coccothraustes coccothraustes	464941403	Coccothraustes	
Clangula hyemalis	464941396	Clangula hyemalis	ABCBF245-15
Clamator glandarius	464941389	Clamator glandarius	SIBIQ106-12
Cisticola juncidis	464941382	Cisticola juncidis	AVIPK084-13
Circus pygargus	464941375	Circus pygargus	BISE103-07
Circus macrourus	464941368	Circus macrourus	BISE302-08
Circus cyaneus	464941361	Circus cyaneus	BISE004-07
Circus aeruginosus	464941354	Circus aeruginosus	AVIPK089-13
Emberiza leucocephalos	464941347	Emberiza leucocephalos	GBIR11294-19
Cinclus cinclus	464941340	Cinclus	
Corvus dauuricus	464941333	Corvus dauuricus	
Ciconia ciconia	464941326	Ciconia	
Chlidonias niger	464941312	Chlidonias niger	BISE232-08
Chlidonias leucopterus	464941305	Chlidonias leucopterus	BROM002-06
Anarhynchus leschenaultii	464941269	Anarhynchus leschenaultii	
Charadrius hiaticula	464941262	Charadrius hiaticula	AVIPK077-13
Lanius collurio	464941255	Lanius collurio	BISE086-07
Circaetus gallicus	464941248	Circaetus gallicus	AVBIR003-22
Cygnus olor	464941241	Cygnus olor	BISE074-07
Emberiza cirlus	464941234	Emberiza cirlus	GBIR6764-15
Emberiza chrysophrys	464941227	Emberiza chrysophrys	GBIR6759-15
Emberiza caesia	464941213	Emberiza caesia	BOI110-08
Emberiza bruniceps	464941206	Emberiza bruniceps	GBIR1590-09
Emberiza aureola	464941199	Emberiza aureola	GBIR1394-09
Elanus caeruleus	464941192	Elanus caeruleus	GBMNB654-20
Egretta garzetta	464941185	Egretta garzetta	AVIPK090-13
Dryocopus martius	464941178	Dryocopus martius	BISE007-07
Setophaga coronata	464941171	Setophaga coronata	BABNA072-06
Dryobates minor	464941164	Dryobates minor	BISE116-07
Dendropicos medius	464941157	Dendropicos medius	
Corvus cornix	464941150	Corvus cornix	BISE218-08
Corvus corone	464941138	Corvus corone	BJNSM377-10
Cygnus cygnus	464941131	Cygnus	
Cygnus columbianus	464941124	Cygnus columbianus	BISE473-08
Cursorius cursor	464941103	Cursorius cursor	SIBSI010-19
Cuculus canorus	464941096	Cuculus canorus	BJNSM379-10
Crex crex	464941089	Crex	
Coturnix coturnix	464941082	Coturnix	
Corvus splendens	464941075	Corvus splendens	GBIR10057-19
Corvus monedula	464941068	Corvus monedula	DTNHM10263-24
Corvus frugilegus	464941061	Corvus frugilegus	BISE223-08
Anarhynchus alexandrinus	464941054	Anarhynchus alexandrinus	
Dendrocopos major	464941047	Dendrocopos major	BISE259-08
Grus virgo	464941031	Grus virgo	GBIR5319-13
Lycaena dispar	464896934	Lycaena dispar	BIBSA1489-16
Thymelicus lineola	464896629	Thymelicus lineola	ABOLD072-16
Boloria euphrosyne	464896608	Boloria euphrosyne	AMTPC045-15
Boloria selene	464896594	Boloria selene	BBLPA044-10
Melitaea diamina	464896587	Melitaea diamina	ABOLD089-16
Melitaea cinxia	464896566	Melitaea cinxia	EULEP040-14
Boloria aquilonaris	464896545	Boloria aquilonaris	BPAL2067-13
Agriades optilete	464896538	Agriades optilete	EULEP2026-15
Plebejus idas	464896531	Plebejus idas	BBLEC616-09
Phengaris arion	464896510	Phengaris arion	BIBSA657-15
Heteropterus morpheus	464896475	Heteropterus morpheus	BIBSA740-15
Thecla betulae	464896461	Thecla betulae	ABOLD606-17
Nymphalis antiopa	464896454	Nymphalis antiopa	BBLOD1845-11
Lycaena hippothoe	464896433	Lycaena hippothoe	BDE248-19
Brenthis ino	464896419	Brenthis ino	BPAL2986-15
Phengaris teleius	464896405	Phengaris teleius	CZBB332-23
Anthocharis cardamines	464896398	Anthocharis cardamines	BIBSA579-15
Euphydryas aurinia	464896356	Euphydryas aurinia	ATLAS227-22
Araschnia levana	464896349	Araschnia levana	ABOLD427-16
Papilio machaon	464896335	Papilio machaon	BPAL3243-16
Hesperia comma	464896328	Hesperia comma	BPAL3093-15
Lycaena phlaeas	464896307	Lycaena phlaeas	BOAA164-12
Aglais urticae	464896300	Aglais urticae	BDE739-21
Issoria lathonia	464896293	Issoria lathonia	BIBSA1298-15
Limenitis camilla	464896286	Limenitis camilla	ABOLD034-16
Pieris rapae	464896272	Pieris rapae	ANDIV2048-23
Pieris napi	464896265	Pieris napi	ANDIV2020-23
Cyaniris semiargus	464896258	Cyaniris semiargus	BIBSA382-15
Argynnis paphia	464896251	Argynnis paphia	BIBSA122-15
Spialia sertorius	464896244	Spialia sertorius	ATLAS741-22
Satyrium w-album	464896230	Alacia belgicae	CMARA049-09
Polyommatus icarus	464896223	Polyommatus icarus	BIBSA1139-15
Plebejus argus	464896196	Plebejus argus	BIBSA2067-19
Apatura iris	464896189	Apatura iris	CZBB495-23
Nymphalis polychloros	464896175	Nymphalis polychloros	BPAL3537-16
Speyeria aglaja	464896168	Speyeria aglaja	CZBB505-23
Limenitis populi	464896161	Limenitis populi	ABOLD506-16
Pieris brassicae	464896140	Pieris brassicae	BIBSA698-15
Aporia crataegi	464896133	Aporia crataegi	APCRA008-17
Erynnis tages	464896126	Erynnis tages	BIBSA1360-15
Lopinga achine	464896107	Lopinga achine	CNNYM077-10
Melitaea athalia	464896093	Melitaea athalia	ATLAS421-22
Celastrina argiolus	464896079	Celastrina argiolus	BIBSA1550-16
Carterocephalus palaemon	464896065	Carterocephalus palaemon	EULEP023-14
Vanessa atalanta	464896044	Vanessa atalanta	BIBSA1184-15
Parnassius apollo	464896030	Parnassius apollo	EZSPC866-10
Pyrgus malvae	464896009	Pyrgus malvae	AMTPC139-15
Callophrys rubi	464895995	Callophrys rubi	BIBSA571-15
Polygonia c-album	464895974	Acanthoscurria geniculata	GACS4581-19
Thymelicus sylvestris	464895967	Thymelicus sylvestris	BDE318-19
Favonius quercus	464895960	Favonius quercus	ABOLD610-17
Thymelicus acteon	464895953	Thymelicus acteon	BDE337-19
Cupido minimus	464895946	Cupido minimus	AMTPC124-15
Fabriciana niobe	464895939	Fabriciana niobe	BIBSA095-14
Phengaris alcon	464895926	Phengaris alcon	BIBSA434-15
Phengaris nausithous	464895912	Phengaris nausithous	CZBB449-23
Aglais io	464895891	Aglais io	BDE505-19
Gonepteryx rhamni	464895884	Gonepteryx rhamni	BDE1040-22
Lycaena tityrus	464895877	Lycaena tityrus	CZBB308-23
Satyrium ilicis	464895870	Satyrium ilicis	BIBSA1002-15
Aricia agestis	464895751	Aricia agestis	EULEP6114-20
